,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
269,269,2013-06-13,95,96,111,72.51097095675179,-0.01379101654281304,79.639999,81.400002,1066700,-0.011724596722885394
270,270,2013-06-20,91,89,95,60.00624967451302,0.033329861653551694,83.0,82.800003,1245100,0.017052800044578653
271,271,2013-06-27,95,89,91,38.287192256798896,0.15671036830689875,78.639999,76.199997,2984600,-0.08306667430057679
272,272,2013-07-03,72,75,95,27.585679200804314,-0.10875208031537352,76.0,76.959999,969100,0.009924370041167307
273,273,2013-07-11,82,80,72,23.345072804393105,0.08567118281265919,76.959999,76.639999,2557800,-0.004166672749099654
274,274,2013-07-18,58,63,82,18.60168614058191,-0.26879283749938515,78.08000200000002,80.519997,2283100,0.04938644289917704
275,275,2013-07-25,41,44,58,19.00936770663482,-0.1578169272275644,79.160004,77.480003,1535000,-0.03848568625530202
276,276,2013-08-01,59,55,41,20.267902673633234,0.1973563848421105,72.839996,71.68,4196800,-0.077808108591789
277,277,2013-08-08,96,74,59,20.052015692526368,1.0971465580988784,68.800003,70.120003,2421300,-0.02200366582984259
278,278,2013-08-15,65,73,96,20.420392362597124,-0.3917652441709762,70.440002,72.239998,1166600,0.029785778586404632
279,279,2013-08-22,57,68,65,21.182468451456753,-0.5192973625905961,74.040001,74.800003,1236700,0.0348240436641456
280,280,2013-08-29,67,65,57,18.34930433822932,0.1089959577286622,76.239998,75.91999799999998,2213300,0.014862202870769892
281,281,2013-09-05,58,55,67,17.432771298663532,0.1720896780324304,77.800003,75.120003,1570700,-0.0105932531220434
282,282,2013-09-12,65,65,58,16.16651046472468,0.0,74.68,76.480003,1380100,0.017942433132977165
283,283,2013-09-19,46,60,65,14.837503669806035,-0.943554947756452,78.400002,77.839996,1370000,0.017626078521201016
284,284,2013-09-26,87,60,46,16.1608861893225,1.6707004605872977,72.279999,73.440002,1628700,-0.058186612944936655
285,285,2013-10-03,101,96,87,18.700186354605183,0.26737701460224644,72.879997,72.120003,1173000,-0.01813733361289671
286,286,2013-10-10,90,96,101,19.611375795850037,-0.30594487926082475,76.879997,76.720001,1414200,0.06183100367714012
287,287,2013-10-22,77,81,90,17.525738647814727,-0.22823574403232114,74.440002,73.720001,1404100,-0.03988829724313181
288,288,2013-10-24,87,80,77,17.452967100354368,0.4010779347574585,73.199997,74.440002,849900,0.009719312274863334
289,289,2013-10-31,38,35,87,18.97286738924005,0.15812053805327114,71.839996,71.08000200000002,1593700,-0.04618742721756508
290,290,2013-11-07,35,40,38,21.478671591449164,-0.2327890707165773,71.279999,69.800003,1393800,-0.018171978675491474
291,291,2013-11-14,20,21,35,25.395507834690186,-0.03937704284196291,69.639999,71.559998,1377700,0.024902177943674886
292,292,2013-11-21,-45,-34,20,40.42604545976696,-0.2721018065184605,73.040001,73.08000200000002,1210800,0.021018528185130947
293,293,2013-11-27,-13,-11,-45,44.88368806755354,-0.04455961811760745,75.519997,76.32,1393200,0.04338026826295671
294,294,2013-12-05,-162,-141,-13,75.15494096541589,-0.2794227462657923,77.91999799999998,80.760002,2626900,0.0565467910693398
295,295,2013-12-12,-81,-85,-162,81.39298607262285,0.049144283715442036,86.08000200000002,85.480003,3426200,0.05680064733750356
296,296,2013-12-19,-285,-260,-81,116.5820039129695,-0.21444133023020376,84.959999,87.0,3069600,0.017625653107709027
297,297,2013-12-27,-177,-177,-285,119.77200563292463,0.0,85.91999799999998,84.720001,1896100,-0.026556405557844442
298,298,2014-01-03,-97,-125,-177,114.10850099795373,0.2453804909811419,83.279999,84.239998,2221600,-0.005681869012709839
299,299,2014-01-09,-157,-147,-97,110.31700190401709,-0.0906478586927212,80.800003,78.760002,2990700,-0.06726456491950383
300,300,2014-01-16,-287,-296,-157,114.74830823338638,0.07843252888482605,87.239998,85.08000200000002,2834800,0.07718673467479853
301,301,2014-01-23,-107,-112,-287,106.09858194579746,0.04712598329122202,92.120003,91.239998,3189900,0.06990136165665284
302,302,2014-01-30,-230,-225,-107,99.89035655824513,-0.05005488189527632,102.08000200000001,97.0,13649800,0.06121760300740586
303,303,2014-02-06,-262,-270,-230,93.02439399849851,0.08599894776126278,101.400002,99.0,6321900,0.02040887163120697
304,304,2014-02-13,-237,-234,-262,88.09339912670521,-0.03405476493971001,96.839996,100.800003,7949000,0.018018535264582525
